"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"OGFRP1",0,"grey","ENSG00000182057.4","ENSG00000182057",NA
"OGG1",0,"grey","ENSG00000114026.21","ENSG00000114026",4968
"OGN",0,"grey","ENSG00000106809.10","ENSG00000106809",4969
"OGT",6,"red","ENSG00000147162.13","ENSG00000147162",8473
"OIP5",4,"yellow","ENSG00000104147.8","ENSG00000104147",11339
"OIP5-AS1",6,"red","ENSG00000247556.6","ENSG00000247556",729082
"OIT3",0,"grey","ENSG00000138315.12","ENSG00000138315",170392
"OLA1",0,"grey","ENSG00000138430.15","ENSG00000138430",29789
"OLAH",0,"grey","ENSG00000152463.14","ENSG00000152463",55301
"OLFM1",0,"grey","ENSG00000130558.18","ENSG00000130558",10439
"OLFM2",0,"grey","ENSG00000105088.8","ENSG00000105088",93145
"OLFM3",0,"grey","ENSG00000118733.16","ENSG00000118733",118427
"OLFM4",0,"grey","ENSG00000102837.6","ENSG00000102837",10562
"OLFML1",0,"grey","ENSG00000183801.7","ENSG00000183801",283298
"OLFML2A",0,"grey","ENSG00000185585.19","ENSG00000185585",169611
"OLFML2B",0,"grey","ENSG00000162745.10","ENSG00000162745",25903
"OLFML3",0,"grey","ENSG00000116774.11","ENSG00000116774",56944
"OLIG1",0,"grey","ENSG00000184221.12","ENSG00000184221",116448
"OLIG2",0,"grey","ENSG00000205927.4","ENSG00000205927",10215
"OLMALINC",0,"grey","ENSG00000235823.1","ENSG00000235823",90271
"OLR1",0,"grey","ENSG00000173391.8","ENSG00000173391",4973
"OMA1",0,"grey","ENSG00000162600.11","ENSG00000162600",115209
"OMD",0,"grey","ENSG00000127083.7","ENSG00000127083",4958
"OMG",0,"grey","ENSG00000126861.4","ENSG00000126861",4974
"OMP",0,"grey","ENSG00000254550.1","ENSG00000254550",4975
"ONECUT1",0,"grey","ENSG00000169856.8","ENSG00000169856",3175
"ONECUT2",0,"grey","ENSG00000119547.5","ENSG00000119547",9480
"OOEP",0,"grey","ENSG00000203907.9","ENSG00000203907",441161
"OPA1",17,"grey60","ENSG00000198836.8","ENSG00000198836",4976
"OPA3",0,"grey","ENSG00000125741.4","ENSG00000125741",80207
"OPCML",0,"grey","ENSG00000183715.13","ENSG00000183715",4978
"OPHN1",7,"black","ENSG00000079482.12","ENSG00000079482",4983
"OPLAH",0,"grey","ENSG00000178814.15","ENSG00000178814",26873
"OPN1SW",0,"grey","ENSG00000128617.2","ENSG00000128617",611
"OPN3",0,"grey","ENSG00000054277.12","ENSG00000054277",23596
"OPN4",0,"grey","ENSG00000122375.11","ENSG00000122375",94233
"OPRD1",0,"grey","ENSG00000116329.10","ENSG00000116329",4985
"OPRK1",0,"grey","ENSG00000082556.10","ENSG00000082556",4986
"OPRL1",0,"grey","ENSG00000125510.15","ENSG00000125510",4987
"OPTN",0,"grey","ENSG00000123240.16","ENSG00000123240",10133
"OR10AD1",0,"grey","ENSG00000172640.3","ENSG00000172640",121275
"OR13A1",0,"grey","ENSG00000256574.6","ENSG00000256574",79290
"OR13J1",0,"grey","ENSG00000168828.5","ENSG00000168828",392309
"OR1L8",0,"grey","ENSG00000171496.3","ENSG00000171496",138881
"OR2A1",0,"grey","ENSG00000221970.1","ENSG00000221970",346528
"OR2A1-AS1",0,"grey","ENSG00000244479.6","ENSG00000244479",NA
"OR2A20P",0,"grey","ENSG00000170356.8","ENSG00000170356",401428
"OR2A42",0,"grey","ENSG00000212807.1","ENSG00000212807",402317
"OR2A7",0,"grey","ENSG00000243896.3","ENSG00000243896",401427
"OR2A9P",0,"grey","ENSG00000228960.5","ENSG00000228960",NA
"OR2B6",0,"grey","ENSG00000124657.1","ENSG00000124657",26212
"OR2C1",0,"grey","ENSG00000168158.3","ENSG00000168158",4993
"OR2H2",0,"grey","ENSG00000204657.3","ENSG00000204657",7932
"OR2K2",0,"grey","ENSG00000171133.2","ENSG00000171133",26248
"OR2L13",0,"grey","ENSG00000196071.3","ENSG00000196071",284521
"OR2W3",0,"grey","ENSG00000238243.3","ENSG00000238243",343171
"OR3A2",0,"grey","ENSG00000221882.2","ENSG00000221882",4995
"OR51E1",0,"grey","ENSG00000180785.8","ENSG00000180785",143503
"OR51E2",0,"grey","ENSG00000167332.7","ENSG00000167332",81285
"OR52N4",0,"grey","ENSG00000181074.3","ENSG00000181074",390072
"OR5K2",0,"grey","ENSG00000231861.2","ENSG00000231861",402135
"OR7D2",0,"grey","ENSG00000188000.3","ENSG00000188000",162998
"OR7E12P",0,"grey","ENSG00000189398.5","ENSG00000189398",NA
"OR7E14P",0,"grey","ENSG00000184669.7","ENSG00000184669",NA
"OR7E47P",0,"grey","ENSG00000257542.4","ENSG00000257542",26628
"OR8S1",0,"grey","ENSG00000197376.2","ENSG00000197376",NA
"ORAI1",0,"grey","ENSG00000276045.1","ENSG00000276045",84876
"ORAI2",0,"grey","ENSG00000160991.15","ENSG00000160991",80228
"ORAI3",0,"grey","ENSG00000175938.6","ENSG00000175938",93129
"ORAOV1",0,"grey","ENSG00000149716.12","ENSG00000149716",220064
"ORC1",4,"yellow","ENSG00000085840.12","ENSG00000085840",4998
"ORC2",6,"red","ENSG00000115942.8","ENSG00000115942",4999
"ORC3",6,"red","ENSG00000135336.14","ENSG00000135336",23595
"ORC4",24,"darkgrey","ENSG00000115947.13","ENSG00000115947",5000
"ORC5",0,"grey","ENSG00000164815.10","ENSG00000164815",5001
"ORC6",4,"yellow","ENSG00000091651.8","ENSG00000091651",23594
"ORMDL1",0,"grey","ENSG00000128699.13","ENSG00000128699",94101
"ORMDL2",0,"grey","ENSG00000123353.9","ENSG00000123353",29095
"ORMDL3",0,"grey","ENSG00000172057.9","ENSG00000172057",94103
"OS9",0,"grey","ENSG00000135506.15","ENSG00000135506",10956
"OSBP",7,"black","ENSG00000110048.11","ENSG00000110048",5007
"OSBP2",0,"grey","ENSG00000184792.15","ENSG00000184792",23762
"OSBPL10",0,"grey","ENSG00000144645.13","ENSG00000144645",114884
"OSBPL11",6,"red","ENSG00000144909.7","ENSG00000144909",114885
"OSBPL1A",0,"grey","ENSG00000141447.16","ENSG00000141447",114876
"OSBPL2",7,"black","ENSG00000130703.15","ENSG00000130703",9885
"OSBPL3",0,"grey","ENSG00000070882.12","ENSG00000070882",26031
"OSBPL5",0,"grey","ENSG00000021762.19","ENSG00000021762",114879
"OSBPL6",0,"grey","ENSG00000079156.16","ENSG00000079156",114880
"OSBPL7",0,"grey","ENSG00000006025.11","ENSG00000006025",114881
"OSBPL8",17,"grey60","ENSG00000091039.16","ENSG00000091039",114882
"OSBPL9",0,"grey","ENSG00000117859.18","ENSG00000117859",114883
"OSCAR",3,"brown","ENSG00000170909.13","ENSG00000170909",126014
"OSCP1",0,"grey","ENSG00000116885.18","ENSG00000116885",127700
"OSER1",0,"grey","ENSG00000132823.10","ENSG00000132823",51526
"OSER1-AS1",0,"grey","ENSG00000223891.5","ENSG00000223891",100505783
"OSGEP",0,"grey","ENSG00000092094.10","ENSG00000092094",55644
"OSGEPL1",6,"red","ENSG00000128694.11","ENSG00000128694",64172
"OSGEPL1-AS1",0,"grey","ENSG00000253559.1","ENSG00000253559",NA
"OSGIN1",0,"grey","ENSG00000140961.12","ENSG00000140961",29948
"OSGIN2",0,"grey","ENSG00000164823.9","ENSG00000164823",734
"OSM",0,"grey","ENSG00000099985.3","ENSG00000099985",5008
"OSMR",0,"grey","ENSG00000145623.12","ENSG00000145623",9180
"OSMR-AS1",0,"grey","ENSG00000249740.1","ENSG00000249740",101926904
"OSR1",0,"grey","ENSG00000143867.6","ENSG00000143867",130497
"OSR2",0,"grey","ENSG00000164920.9","ENSG00000164920",116039
"OST4",0,"grey","ENSG00000228474.5","ENSG00000228474",100128731
"OSTC",0,"grey","ENSG00000198856.12","ENSG00000198856",58505
"OSTCP1",0,"grey","ENSG00000243775.2","ENSG00000243775",202459
"OSTF1",0,"grey","ENSG00000134996.11","ENSG00000134996",26578
"OSTM1",0,"grey","ENSG00000081087.14","ENSG00000081087",28962
"OSTN",0,"grey","ENSG00000188729.6","ENSG00000188729",344901
"OTC",0,"grey","ENSG00000036473.6","ENSG00000036473",5009
"OTOA",0,"grey","ENSG00000155719.16","ENSG00000155719",146183
"OTOF",0,"grey","ENSG00000115155.16","ENSG00000115155",9381
"OTOG",0,"grey","ENSG00000188162.10","ENSG00000188162",340990
"OTOGL",0,"grey","ENSG00000165899.10","ENSG00000165899",283310
"OTP",0,"grey","ENSG00000171540.7","ENSG00000171540",23440
"OTUB1",0,"grey","ENSG00000167770.11","ENSG00000167770",55611
"OTUB2",0,"grey","ENSG00000089723.9","ENSG00000089723",78990
"OTUD1",0,"grey","ENSG00000165312.6","ENSG00000165312",220213
"OTUD3",6,"red","ENSG00000169914.5","ENSG00000169914",23252
"OTUD4",6,"red","ENSG00000164164.15","ENSG00000164164",54726
"OTUD5",0,"grey","ENSG00000068308.13","ENSG00000068308",55593
"OTUD6B",6,"red","ENSG00000155100.10","ENSG00000155100",51633
"OTUD6B-AS1",6,"red","ENSG00000253738.1","ENSG00000253738",NA
"OTUD7A",0,"grey","ENSG00000169918.9","ENSG00000169918",161725
"OTUD7B",14,"cyan","ENSG00000264522.5","ENSG00000264522",56957
"OTULIN",17,"grey60","ENSG00000154124.4","ENSG00000154124",90268
"OTX1",0,"grey","ENSG00000115507.9","ENSG00000115507",5013
"OTX2",0,"grey","ENSG00000165588.16","ENSG00000165588",5015
"OTX2-AS1",0,"grey","ENSG00000248550.3","ENSG00000248550",NA
"OVCA2",0,"grey","ENSG00000262664.2","ENSG00000262664",124641
"OVCH1",0,"grey","ENSG00000187950.8","ENSG00000187950",341350
"OVCH1-AS1",0,"grey","ENSG00000257599.1","ENSG00000257599",NA
"OVGP1",0,"grey","ENSG00000085465.12","ENSG00000085465",5016
"OVOL1",0,"grey","ENSG00000172818.9","ENSG00000172818",5017
"OVOL3",0,"grey","ENSG00000105261.7","ENSG00000105261",728361
"OXA1L",0,"grey","ENSG00000155463.12","ENSG00000155463",5018
"OXCT1",0,"grey","ENSG00000083720.12","ENSG00000083720",5019
"OXCT1-AS1",0,"grey","ENSG00000248668.2","ENSG00000248668",100874002
"OXCT2",0,"grey","ENSG00000198754.5","ENSG00000198754",64064
"OXER1",0,"grey","ENSG00000162881.6","ENSG00000162881",165140
"OXGR1",0,"grey","ENSG00000165621.8","ENSG00000165621",27199
"OXLD1",0,"grey","ENSG00000204237.4","ENSG00000204237",339229
"OXNAD1",0,"grey","ENSG00000154814.13","ENSG00000154814",92106
"OXR1",0,"grey","ENSG00000164830.17","ENSG00000164830",55074
"OXSM",0,"grey","ENSG00000151093.7","ENSG00000151093",54995
"OXSR1",6,"red","ENSG00000172939.8","ENSG00000172939",9943
"OXT",0,"grey","ENSG00000101405.3","ENSG00000101405",5020
"OXTR",0,"grey","ENSG00000180914.10","ENSG00000180914",5021
"P2RX1",0,"grey","ENSG00000108405.3","ENSG00000108405",5023
"P2RX2",0,"grey","ENSG00000187848.12","ENSG00000187848",22953
"P2RX3",0,"grey","ENSG00000109991.8","ENSG00000109991",5024
"P2RX4",0,"grey","ENSG00000135124.14","ENSG00000135124",5025
"P2RX5",0,"grey","ENSG00000083454.21","ENSG00000083454",5026
"P2RX5-TAX1BP3",0,"grey","ENSG00000257950.3","ENSG00000257950",NA
"P2RX6",0,"grey","ENSG00000099957.16","ENSG00000099957",9127
"P2RX6P",0,"grey","ENSG00000206145.8","ENSG00000206145",NA
"P2RX7",0,"grey","ENSG00000089041.16","ENSG00000089041",5027
"P2RY1",0,"grey","ENSG00000169860.6","ENSG00000169860",5028
"P2RY10",13,"salmon","ENSG00000078589.12","ENSG00000078589",27334
"P2RY11",0,"grey","ENSG00000244165.1","ENSG00000244165",5032
"P2RY12",0,"grey","ENSG00000169313.9","ENSG00000169313",64805
"P2RY13",3,"brown","ENSG00000181631.6","ENSG00000181631",53829
"P2RY14",0,"grey","ENSG00000174944.8","ENSG00000174944",9934
"P2RY2",0,"grey","ENSG00000175591.11","ENSG00000175591",5029
"P2RY4",0,"grey","ENSG00000186912.6","ENSG00000186912",5030
"P2RY6",3,"brown","ENSG00000171631.14","ENSG00000171631",5031
"P2RY8",0,"grey","ENSG00000182162.9","ENSG00000182162",286530
"P3H1",0,"grey","ENSG00000117385.15","ENSG00000117385",64175
"P3H2",0,"grey","ENSG00000090530.9","ENSG00000090530",55214
"P3H2-AS1",0,"grey","ENSG00000225764.1","ENSG00000225764",NA
"P3H3",0,"grey","ENSG00000110811.19","ENSG00000110811",10536
"P3H4",0,"grey","ENSG00000141696.12","ENSG00000141696",10609
"P4HA1",0,"grey","ENSG00000122884.12","ENSG00000122884",5033
"P4HA2",0,"grey","ENSG00000072682.18","ENSG00000072682",8974
"P4HA3",0,"grey","ENSG00000149380.11","ENSG00000149380",283208
"P4HB",0,"grey","ENSG00000185624.14","ENSG00000185624",5034
"P4HTM",0,"grey","ENSG00000178467.17","ENSG00000178467",54681
"PA2G4",4,"yellow","ENSG00000170515.13","ENSG00000170515",5036
"PA2G4P4",0,"grey","ENSG00000230457.3","ENSG00000230457",NA
"PAAF1",0,"grey","ENSG00000175575.12","ENSG00000175575",80227
"PABPC1",0,"grey","ENSG00000070756.13","ENSG00000070756",26986
"PABPC1L",0,"grey","ENSG00000101104.12","ENSG00000101104",80336
"PABPC3",0,"grey","ENSG00000151846.8","ENSG00000151846",5042
"PABPC4",0,"grey","ENSG00000090621.13","ENSG00000090621",8761
"PABPC4L",0,"grey","ENSG00000254535.3","ENSG00000254535",132430
"PABPC5",0,"grey","ENSG00000174740.7","ENSG00000174740",140886
"PABPN1",0,"grey","ENSG00000100836.10","ENSG00000100836",8106
"PABPN1L",0,"grey","ENSG00000205022.9","ENSG00000205022",390748
"PACERR",0,"grey","ENSG00000273129.1","ENSG00000273129",NA
"PACRG",0,"grey","ENSG00000112530.11","ENSG00000112530",135138
"PACRG-AS1",0,"grey","ENSG00000281692.1","ENSG00000281692",NA
"PACRGL",0,"grey","ENSG00000163138.18","ENSG00000163138",133015
"PACS1",0,"grey","ENSG00000175115.11","ENSG00000175115",55690
"PACS2",0,"grey","ENSG00000179364.13","ENSG00000179364",23241
"PACSIN1",0,"grey","ENSG00000124507.10","ENSG00000124507",29993
"PACSIN2",7,"black","ENSG00000100266.17","ENSG00000100266",11252
"PACSIN3",0,"grey","ENSG00000165912.15","ENSG00000165912",29763
"PADI1",0,"grey","ENSG00000142623.9","ENSG00000142623",29943
"PADI2",0,"grey","ENSG00000117115.12","ENSG00000117115",11240
"PADI3",0,"grey","ENSG00000142619.4","ENSG00000142619",51702
"PADI4",0,"grey","ENSG00000159339.13","ENSG00000159339",23569
"PAEP",0,"grey","ENSG00000122133.16","ENSG00000122133",5047
"PAF1",0,"grey","ENSG00000006712.14","ENSG00000006712",54623
"PAFAH1B1",17,"grey60","ENSG00000007168.12","ENSG00000007168",5048
"PAFAH1B2",6,"red","ENSG00000168092.13","ENSG00000168092",5049
"PAFAH1B3",0,"grey","ENSG00000079462.7","ENSG00000079462",5050
"PAFAH2",7,"black","ENSG00000158006.13","ENSG00000158006",5051
"PAG1",0,"grey","ENSG00000076641.4","ENSG00000076641",55824
"PAGE2",0,"grey","ENSG00000234068.6","ENSG00000234068",203569
"PAGE2B",0,"grey","ENSG00000238269.8","ENSG00000238269",389860
"PAGR1",0,"grey","ENSG00000238045.9","ENSG00000238045",NA
"PAH",0,"grey","ENSG00000171759.8","ENSG00000171759",5053
"PAICS",6,"red","ENSG00000128050.8","ENSG00000128050",10606
"PAIP1",6,"red","ENSG00000172239.13","ENSG00000172239",10605
"PAIP2",0,"grey","ENSG00000120727.12","ENSG00000120727",51247
"PAIP2B",0,"grey","ENSG00000124374.8","ENSG00000124374",400961
"PAK1",0,"grey","ENSG00000149269.9","ENSG00000149269",5058
"PAK1IP1",0,"grey","ENSG00000111845.4","ENSG00000111845",55003
"PAK2",17,"grey60","ENSG00000180370.10","ENSG00000180370",5062
"PAK3",0,"grey","ENSG00000077264.14","ENSG00000077264",5063
"PAK4",0,"grey","ENSG00000130669.17","ENSG00000130669",10298
"PAK6",0,"grey","ENSG00000137843.11","ENSG00000137843",56924
"PAK7",0,"grey","ENSG00000101349.16","ENSG00000101349",57144
"PALB2",0,"grey","ENSG00000083093.9","ENSG00000083093",79728
"PALD1",0,"grey","ENSG00000107719.8","ENSG00000107719",27143
"PALLD",0,"grey","ENSG00000129116.17","ENSG00000129116",23022
"PALM",0,"grey","ENSG00000099864.17","ENSG00000099864",5064
"PALM2",0,"grey","ENSG00000243444.7","ENSG00000243444",NA
"PALM2-AKAP2",14,"cyan","ENSG00000157654.17","ENSG00000157654",445815
"PALM3",0,"grey","ENSG00000187867.8","ENSG00000187867",342979
"PALMD",0,"grey","ENSG00000099260.10","ENSG00000099260",54873
"PAM",0,"grey","ENSG00000145730.20","ENSG00000145730",5066
"PAM16",0,"grey","ENSG00000217930.7","ENSG00000217930",51025
"PAMR1",0,"grey","ENSG00000149090.11","ENSG00000149090",25891
"PAN2",6,"red","ENSG00000135473.14","ENSG00000135473",9924
"PAN3",6,"red","ENSG00000152520.13","ENSG00000152520",255967
"PAN3-AS1",0,"grey","ENSG00000261485.1","ENSG00000261485",NA
"PANK1",6,"red","ENSG00000152782.16","ENSG00000152782",53354
"PANK2",0,"grey","ENSG00000125779.21","ENSG00000125779",80025
"PANK3",6,"red","ENSG00000120137.6","ENSG00000120137",79646
"PANK4",0,"grey","ENSG00000157881.13","ENSG00000157881",55229
"PANO1",0,"grey","ENSG00000274897.2","ENSG00000274897",NA
"PANX1",0,"grey","ENSG00000110218.8","ENSG00000110218",24145
"PANX2",0,"grey","ENSG00000073150.13","ENSG00000073150",56666
"PANX3",0,"grey","ENSG00000154143.2","ENSG00000154143",116337
"PAOX",0,"grey","ENSG00000148832.14","ENSG00000148832",196743
"PAPD4",0,"grey","ENSG00000164329.13","ENSG00000164329",167153
"PAPD5",17,"grey60","ENSG00000121274.12","ENSG00000121274",64282
"PAPD7",18,"lightgreen","ENSG00000112941.12","ENSG00000112941",11044
"PAPL",0,"grey","ENSG00000183760.10","ENSG00000183760",390928
"PAPLN",0,"grey","ENSG00000100767.15","ENSG00000100767",89932
"PAPOLA",6,"red","ENSG00000090060.17","ENSG00000090060",10914
"PAPOLB",0,"grey","ENSG00000218823.1","ENSG00000218823",56903
"PAPOLG",0,"grey","ENSG00000115421.12","ENSG00000115421",64895
"PAPPA",0,"grey","ENSG00000182752.9","ENSG00000182752",5069
"PAPPA-AS1",0,"grey","ENSG00000256040.2","ENSG00000256040",493913
"PAPPA2",0,"grey","ENSG00000116183.10","ENSG00000116183",60676
"PAPSS1",0,"grey","ENSG00000138801.8","ENSG00000138801",9061
"PAPSS2",0,"grey","ENSG00000198682.12","ENSG00000198682",9060
"PAQR3",6,"red","ENSG00000163291.14","ENSG00000163291",152559
"PAQR4",0,"grey","ENSG00000162073.13","ENSG00000162073",124222
"PAQR5",0,"grey","ENSG00000137819.13","ENSG00000137819",54852
"PAQR6",0,"grey","ENSG00000160781.15","ENSG00000160781",79957
"PAQR7",0,"grey","ENSG00000182749.5","ENSG00000182749",164091
"PAQR8",0,"grey","ENSG00000170915.8","ENSG00000170915",85315
"PAQR9",0,"grey","ENSG00000188582.8","ENSG00000188582",344838
"PAQR9-AS1",0,"grey","ENSG00000241570.8","ENSG00000241570",101927832
"PARD3",0,"grey","ENSG00000148498.15","ENSG00000148498",56288
"PARD3-AS1",0,"grey","ENSG00000226386.1","ENSG00000226386",NA
"PARD3B",0,"grey","ENSG00000116117.17","ENSG00000116117",117583
"PARD6A",0,"grey","ENSG00000102981.9","ENSG00000102981",50855
"PARD6B",0,"grey","ENSG00000124171.8","ENSG00000124171",84612
"PARD6G",0,"grey","ENSG00000178184.15","ENSG00000178184",84552
"PARD6G-AS1",0,"grey","ENSG00000267270.5","ENSG00000267270",100130522
"PARG",6,"red","ENSG00000227345.8","ENSG00000227345",8505
"PARGP1",6,"red","ENSG00000239883.8","ENSG00000239883",NA
"PARK2",0,"grey","ENSG00000185345.18","ENSG00000185345",5071
"PARK7",0,"grey","ENSG00000116288.12","ENSG00000116288",11315
"PARL",0,"grey","ENSG00000175193.12","ENSG00000175193",55486
"PARM1",0,"grey","ENSG00000169116.11","ENSG00000169116",25849
"PARN",0,"grey","ENSG00000140694.16","ENSG00000140694",5073
"PARP1",4,"yellow","ENSG00000143799.12","ENSG00000143799",142
"PARP10",0,"grey","ENSG00000178685.13","ENSG00000178685",84875
"PARP11",17,"grey60","ENSG00000111224.13","ENSG00000111224",57097
"PARP12",0,"grey","ENSG00000059378.12","ENSG00000059378",64761
"PARP14",0,"grey","ENSG00000173193.13","ENSG00000173193",54625
"PARP15",0,"grey","ENSG00000173200.12","ENSG00000173200",165631
"PARP16",0,"grey","ENSG00000138617.14","ENSG00000138617",54956
"PARP2",0,"grey","ENSG00000129484.13","ENSG00000129484",10038
"PARP3",0,"grey","ENSG00000041880.14","ENSG00000041880",10039
"PARP4",0,"grey","ENSG00000102699.5","ENSG00000102699",143
"PARP6",0,"grey","ENSG00000137817.16","ENSG00000137817",56965
"PARP8",0,"grey","ENSG00000151883.16","ENSG00000151883",79668
"PARP9",0,"grey","ENSG00000138496.16","ENSG00000138496",83666
"PARPBP",4,"yellow","ENSG00000185480.11","ENSG00000185480",55010
"PARS2",0,"grey","ENSG00000162396.5","ENSG00000162396",25973
"PART1",0,"grey","ENSG00000152931.7","ENSG00000152931",25859
"PARVA",0,"grey","ENSG00000197702.11","ENSG00000197702",55742
"PARVB",0,"grey","ENSG00000188677.14","ENSG00000188677",29780
"PARVG",13,"salmon","ENSG00000138964.16","ENSG00000138964",64098
"PASK",0,"grey","ENSG00000115687.13","ENSG00000115687",23178
"PATE2",0,"grey","ENSG00000196844.8","ENSG00000196844",399967
"PATE4",0,"grey","ENSG00000237353.6","ENSG00000237353",399968
"PATL1",17,"grey60","ENSG00000166889.13","ENSG00000166889",219988
"PATL2",0,"grey","ENSG00000229474.6","ENSG00000229474",197135
"PATZ1",6,"red","ENSG00000100105.17","ENSG00000100105",23598
"PAWR",0,"grey","ENSG00000177425.10","ENSG00000177425",5074
"PAX1",0,"grey","ENSG00000125813.13","ENSG00000125813",5075
"PAX2",0,"grey","ENSG00000075891.21","ENSG00000075891",5076
"PAX3",0,"grey","ENSG00000135903.18","ENSG00000135903",5077
"PAX5",0,"grey","ENSG00000196092.12","ENSG00000196092",5079
"PAX6",0,"grey","ENSG00000007372.20","ENSG00000007372",5080
"PAX7",0,"grey","ENSG00000009709.11","ENSG00000009709",5081
"PAX8",0,"grey","ENSG00000125618.16","ENSG00000125618",7849
"PAX8-AS1",0,"grey","ENSG00000189223.13","ENSG00000189223",654433
"PAX9",0,"grey","ENSG00000198807.12","ENSG00000198807",5083
"PAXBP1",6,"red","ENSG00000159086.14","ENSG00000159086",94104
"PAXBP1-AS1",0,"grey","ENSG00000238197.5","ENSG00000238197",100506215
"PAXIP1",6,"red","ENSG00000157212.18","ENSG00000157212",22976
"PAXIP1-AS1",0,"grey","ENSG00000273344.1","ENSG00000273344",202781
"PAXIP1-AS2",0,"grey","ENSG00000214106.7","ENSG00000214106",NA
"PBDC1",0,"grey","ENSG00000102390.10","ENSG00000102390",51260
"PBK",4,"yellow","ENSG00000168078.9","ENSG00000168078",55872
"PBLD",0,"grey","ENSG00000108187.15","ENSG00000108187",64081
"PBRM1",6,"red","ENSG00000163939.18","ENSG00000163939",55193
"PBX1",0,"grey","ENSG00000185630.18","ENSG00000185630",5087
"PBX2",0,"grey","ENSG00000204304.11","ENSG00000204304",5089
"PBX3",0,"grey","ENSG00000167081.16","ENSG00000167081",5090
"PBX4",0,"grey","ENSG00000105717.13","ENSG00000105717",80714
"PBXIP1",0,"grey","ENSG00000163346.16","ENSG00000163346",57326
"PC",0,"grey","ENSG00000173599.13","ENSG00000173599",5091
"PCA3",0,"grey","ENSG00000225937.1","ENSG00000225937",50652
"PCAT1",0,"grey","ENSG00000253438.2","ENSG00000253438",100750225
"PCAT14",0,"grey","ENSG00000280623.1","ENSG00000280623",NA
"PCAT18",0,"grey","ENSG00000265369.3","ENSG00000265369",728606
"PCAT19",22,"darkgreen","ENSG00000267107.6","ENSG00000267107",100505495
"PCAT5",0,"grey","ENSG00000280719.1","ENSG00000280719",102578074
"PCAT6",0,"grey","ENSG00000228288.6","ENSG00000228288",100506696
"PCAT7",0,"grey","ENSG00000231806.2","ENSG00000231806",NA
"PCBD1",0,"grey","ENSG00000166228.8","ENSG00000166228",5092
"PCBD2",6,"red","ENSG00000132570.14","ENSG00000132570",84105
"PCBP1",0,"grey","ENSG00000169564.6","ENSG00000169564",5093
"PCBP1-AS1",0,"grey","ENSG00000179818.13","ENSG00000179818",400960
"PCBP2",4,"yellow","ENSG00000197111.15","ENSG00000197111",5094
"PCBP3",0,"grey","ENSG00000183570.16","ENSG00000183570",54039
"PCBP4",0,"grey","ENSG00000090097.20","ENSG00000090097",57060
"PCCA",0,"grey","ENSG00000175198.14","ENSG00000175198",5095
"PCCB",0,"grey","ENSG00000114054.13","ENSG00000114054",5096
"PCDH1",0,"grey","ENSG00000156453.13","ENSG00000156453",5097
"PCDH10",0,"grey","ENSG00000138650.8","ENSG00000138650",57575
"PCDH11X",0,"grey","ENSG00000102290.21","ENSG00000102290",27328
"PCDH12",22,"darkgreen","ENSG00000113555.5","ENSG00000113555",51294
"PCDH15",0,"grey","ENSG00000150275.17","ENSG00000150275",65217
"PCDH17",0,"grey","ENSG00000118946.11","ENSG00000118946",27253
"PCDH18",0,"grey","ENSG00000189184.11","ENSG00000189184",54510
"PCDH19",0,"grey","ENSG00000165194.14","ENSG00000165194",57526
"PCDH20",0,"grey","ENSG00000197991.11","ENSG00000197991",NA
"PCDH7",0,"grey","ENSG00000169851.15","ENSG00000169851",5099
"PCDH8",0,"grey","ENSG00000136099.13","ENSG00000136099",5100
"PCDH9",0,"grey","ENSG00000184226.14","ENSG00000184226",5101
"PCDHA1",0,"grey","ENSG00000204970.9","ENSG00000204970",56147
"PCDHA10",0,"grey","ENSG00000250120.6","ENSG00000250120",56139
"PCDHA11",0,"grey","ENSG00000249158.6","ENSG00000249158",56138
"PCDHA12",0,"grey","ENSG00000251664.3","ENSG00000251664",56137
"PCDHA13",0,"grey","ENSG00000239389.7","ENSG00000239389",56136
"PCDHA2",0,"grey","ENSG00000204969.6","ENSG00000204969",56146
"PCDHA3",0,"grey","ENSG00000255408.3","ENSG00000255408",56145
"PCDHA4",0,"grey","ENSG00000204967.10","ENSG00000204967",56144
"PCDHA5",0,"grey","ENSG00000204965.8","ENSG00000204965",56143
"PCDHA6",0,"grey","ENSG00000081842.17","ENSG00000081842",56142
"PCDHA7",0,"grey","ENSG00000204963.5","ENSG00000204963",56141
"PCDHA8",0,"grey","ENSG00000204962.5","ENSG00000204962",56140
"PCDHA9",0,"grey","ENSG00000204961.6","ENSG00000204961",9752
"PCDHAC1",0,"grey","ENSG00000248383.4","ENSG00000248383",56135
"PCDHAC2",0,"grey","ENSG00000243232.4","ENSG00000243232",56134
"PCDHB1",0,"grey","ENSG00000171815.5","ENSG00000171815",29930
"PCDHB10",0,"grey","ENSG00000120324.6","ENSG00000120324",56126
"PCDHB11",0,"grey","ENSG00000197479.6","ENSG00000197479",56125
"PCDHB12",0,"grey","ENSG00000120328.6","ENSG00000120328",56124
"PCDHB13",0,"grey","ENSG00000187372.11","ENSG00000187372",56123
"PCDHB14",0,"grey","ENSG00000120327.6","ENSG00000120327",56122
"PCDHB15",0,"grey","ENSG00000113248.5","ENSG00000113248",56121
"PCDHB16",0,"grey","ENSG00000272674.3","ENSG00000272674",57717
